description,domain,response,model_type,term,test,statistic,df1,df2,n,estimate,units,pct_change,ci_low,ci_high,p_value,qualitative,source_script,source_artifact
"Multivariate: End-of-experiment physiology PCA — loading[pam_end] -> PC3 [PCA, PCA loading]",Multivariate,End-of-experiment physiology PCA,PCA,loading[pam_end] -> PC3,PCA loading,-0.778,NA,NA,NA,-0.778,loading,NA,NA,NA,NA,pam_end loads -0.78 on PC3,code/15_multivariate.R,output/tables/15_pca_loadings.csv
"Multivariate: End-of-experiment physiology PCA — loading[pam_end] -> PC4 [PCA, PCA loading]",Multivariate,End-of-experiment physiology PCA,PCA,loading[pam_end] -> PC4,PCA loading,0.209,NA,NA,NA,0.209,loading,NA,NA,NA,NA,pam_end loads 0.21 on PC4,code/15_multivariate.R,output/tables/15_pca_loadings.csv
"Multivariate: End-of-experiment physiology PCA — loading[zoox_end] -> PC1 [PCA, PCA loading]",Multivariate,End-of-experiment physiology PCA,PCA,loading[zoox_end] -> PC1,PCA loading,0.528,NA,NA,NA,0.528,loading,NA,NA,NA,NA,zoox_end loads 0.53 on PC1,code/15_multivariate.R,output/tables/15_pca_loadings.csv
"Multivariate: End-of-experiment physiology PCA — loading[zoox_end] -> PC2 [PCA, PCA loading]",Multivariate,End-of-experiment physiology PCA,PCA,loading[zoox_end] -> PC2,PCA loading,-0.199,NA,NA,NA,-0.199,loading,NA,NA,NA,NA,zoox_end loads -0.20 on PC2,code/15_multivariate.R,output/tables/15_pca_loadings.csv
"Multivariate: End-of-experiment physiology PCA — loading[zoox_end] -> PC3 [PCA, PCA loading]",Multivariate,End-of-experiment physiology PCA,PCA,loading[zoox_end] -> PC3,PCA loading,0.583,NA,NA,NA,0.583,loading,NA,NA,NA,NA,zoox_end loads 0.58 on PC3,code/15_multivariate.R,output/tables/15_pca_loadings.csv
"Multivariate: End-of-experiment physiology PCA — loading[zoox_end] -> PC4 [PCA, PCA loading]",Multivariate,End-of-experiment physiology PCA,PCA,loading[zoox_end] -> PC4,PCA loading,0.585,NA,NA,NA,0.585,loading,NA,NA,NA,NA,zoox_end loads 0.58 on PC4,code/15_multivariate.R,output/tables/15_pca_loadings.csv
"Multivariate: Per-genet thermal displacement (PCA) — genet=a [PCA, Euclidean displacement]",Multivariate,Per-genet thermal displacement (PCA),PCA,genet=a,Euclidean displacement,3.7098,NA,NA,NA,3.7098,PC units,NA,NA,NA,NA,Genet a shifts 3.71 PC-units under heat,code/15_multivariate.R,output/tables/15_genet_pca_displacement.csv
"Multivariate: Per-genet thermal displacement (PCA) — genet=c [PCA, Euclidean displacement]",Multivariate,Per-genet thermal displacement (PCA),PCA,genet=c,Euclidean displacement,1.0223,NA,NA,NA,1.0223,PC units,NA,NA,NA,NA,Genet c shifts 1.02 PC-units under heat,code/15_multivariate.R,output/tables/15_genet_pca_displacement.csv
"Multivariate: Per-genet thermal displacement (PCA) — genet=d [PCA, Euclidean displacement]",Multivariate,Per-genet thermal displacement (PCA),PCA,genet=d,Euclidean displacement,3.3817,NA,NA,NA,3.3817,PC units,NA,NA,NA,NA,Genet d shifts 3.38 PC-units under heat,code/15_multivariate.R,output/tables/15_genet_pca_displacement.csv
"Physiology: Buoyant weight growth (%) — percent reduction 31C vs 28C [derived, ratio]",Physiology,Buoyant weight growth (%),derived,percent reduction 31C vs 28C,ratio,-33.9241,NA,NA,NA,-33.9241,%,-33.9241,NA,NA,NA,31C corals grew 34% less mass than 28C corals,code/05_buoyant_weight.R (raw),data/processed/buoyant_weight_clean.rds
"Physiology: Buoyant weight growth (%) — mean(28C) [raw summary, mean +/- SD]",Physiology,Buoyant weight growth (%),raw summary,mean(28C),mean +/- SD,6.1043,NA,NA,24,6.1043,%,NA,4.4147,7.7938,NA,"28C mean growth = 6.10% (SD 1.69, n=24)",code/05_buoyant_weight.R (raw),data/processed/buoyant_weight_clean.rds
"Physiology: Buoyant weight growth (%) — mean(31C) [raw summary, mean +/- SD]",Physiology,Buoyant weight growth (%),raw summary,mean(31C),mean +/- SD,4.0334,NA,NA,24,4.0334,%,NA,2.8862,5.1807,NA,"31C mean growth = 4.03% (SD 1.15, n=24)",code/05_buoyant_weight.R (raw),data/processed/buoyant_weight_clean.rds
"Physiology: Color (Siebeck D) — R2_conditional [LMM, R-squared]",Physiology,Color (Siebeck D),LMM,R2_conditional,R-squared,0.883,NA,NA,NA,0.883,proportion,NA,NA,NA,NA,R2_conditional = 0.883,code/12_models.R,output/tables/12_r2_summary.csv
"Physiology: Color (Siebeck D) — R2_marginal [LMM, R-squared]",Physiology,Color (Siebeck D),LMM,R2_marginal,R-squared,0.717,NA,NA,NA,0.717,proportion,NA,NA,NA,NA,R2_marginal = 0.717,code/12_models.R,output/tables/12_r2_summary.csv
"Physiology: Color (Siebeck D) — contrast: 28C - 31C | genet=a | wound=no [LMM, Satterthwaite t]",Physiology,Color (Siebeck D),LMM,contrast: 28C - 31C | genet=a | wound=no,Satterthwaite t,8.555,26.37465,NA,NA,1.8343,,-45.8575,1.4141,2.2545,0,"Genet a, unwounded: lower under 31C (-45.9%)",code/12_models.R,output/tables/12_genet_treatment_effects.csv
"Physiology: Color (Siebeck D) — contrast: 28C - 31C | genet=a | wound=yes [LMM, Satterthwaite t]",Physiology,Color (Siebeck D),LMM,contrast: 28C - 31C | genet=a | wound=yes,Satterthwaite t,8.2838,26.37465,NA,NA,1.7762,,-44.404,1.3559,2.1964,0,"Genet a, wounded: lower under 31C (-44.4%)",code/12_models.R,output/tables/12_genet_treatment_effects.csv
"Physiology: Color (Siebeck D) — contrast: 28C - 31C | genet=c | wound=no [LMM, Satterthwaite t]",Physiology,Color (Siebeck D),LMM,contrast: 28C - 31C | genet=c | wound=no,Satterthwaite t,2.3726,26.37465,NA,NA,0.5087,,-12.718,0.0885,0.929,0.0252,"Genet c, unwounded: lower under 31C (-12.7%)",code/12_models.R,output/tables/12_genet_treatment_effects.csv
"Physiology: Color (Siebeck D) — contrast: 28C - 31C | genet=c | wound=yes [LMM, Satterthwaite t]",Physiology,Color (Siebeck D),LMM,contrast: 28C - 31C | genet=c | wound=yes,Satterthwaite t,0.644,26.37465,NA,NA,0.1381,,-3.452,-0.2822,0.5583,0.5251,"Genet c, wounded: no change under 31C (-3.5%)",code/12_models.R,output/tables/12_genet_treatment_effects.csv
"Physiology: Color (Siebeck D) — contrast: 28C - 31C | genet=d | wound=no [LMM, Satterthwaite t]",Physiology,Color (Siebeck D),LMM,contrast: 28C - 31C | genet=d | wound=no,Satterthwaite t,6.4061,26.37465,NA,NA,1.3736,,-37.891,0.9533,1.7938,0,"Genet d, unwounded: lower under 31C (-37.9%)",code/12_models.R,output/tables/12_genet_treatment_effects.csv
"Physiology: Color (Siebeck D) — contrast: 28C - 31C | genet=d | wound=yes [LMM, Satterthwaite t]",Physiology,Color (Siebeck D),LMM,contrast: 28C - 31C | genet=d | wound=yes,Satterthwaite t,7.6602,26.37465,NA,NA,1.6424,,-41.061,1.2222,2.0627,0,"Genet d, wounded: lower under 31C (-41.1%)",code/12_models.R,output/tables/12_genet_treatment_effects.csv
"Physiology: Color (Siebeck D) — day [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,day,ANOVA F,329.8742,1,227.99998,NA,NA,NA,NA,NA,NA,0,day effect on Color (Siebeck D) (significant),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — day:thicket [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,day:thicket,ANOVA F,36.5937,2,227.99998,NA,NA,NA,NA,NA,NA,0,day:thicket effect on Color (Siebeck D) (significant),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — thicket [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,thicket,ANOVA F,0.4109,2,59.12527,NA,NA,NA,NA,NA,NA,0.6649,thicket effect on Color (Siebeck D) (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — treatment [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,treatment,ANOVA F,0.1148,1,6.92909,NA,NA,NA,NA,NA,NA,0.7448,treatment effect on Color (Siebeck D) (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — treatment:day [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,treatment:day,ANOVA F,287.6248,1,227.99998,NA,NA,NA,NA,NA,NA,0,treatment:day effect on Color (Siebeck D) (significant),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — treatment:day:thicket [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,treatment:day:thicket,ANOVA F,34.3723,2,227.99998,NA,NA,NA,NA,NA,NA,0,treatment:day:thicket effect on Color (Siebeck D) (significant),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — treatment:thicket [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,treatment:thicket,ANOVA F,0.3064,2,59.12527,NA,NA,NA,NA,NA,NA,0.7373,treatment:thicket effect on Color (Siebeck D) (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — treatment:wound [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,treatment:wound,ANOVA F,1.0388,1,59.12527,NA,NA,NA,NA,NA,NA,0.3123,treatment:wound effect on Color (Siebeck D) (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — treatment:wound:day [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,treatment:wound:day,ANOVA F,1.7946,1,227.99998,NA,NA,NA,NA,NA,NA,0.1817,treatment:wound:day effect on Color (Siebeck D) (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — treatment:wound:day:thicket [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,treatment:wound:day:thicket,ANOVA F,0.8912,2,227.99998,NA,NA,NA,NA,NA,NA,0.4116,treatment:wound:day:thicket effect on Color (Siebeck D) (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — treatment:wound:thicket [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,treatment:wound:thicket,ANOVA F,0.2014,2,59.12527,NA,NA,NA,NA,NA,NA,0.8182,treatment:wound:thicket effect on Color (Siebeck D) (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — wound [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,wound,ANOVA F,0.0186,1,59.12527,NA,NA,NA,NA,NA,NA,0.8919,wound effect on Color (Siebeck D) (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — wound:day [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,wound:day,ANOVA F,4.1299,1,227.99998,NA,NA,NA,NA,NA,NA,0.0433,wound:day effect on Color (Siebeck D) (significant),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — wound:day:thicket [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,wound:day:thicket,ANOVA F,0.3853,2,227.99998,NA,NA,NA,NA,NA,NA,0.6807,wound:day:thicket effect on Color (Siebeck D) (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — wound:thicket [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,wound:thicket,ANOVA F,0.144,2,59.12527,NA,NA,NA,NA,NA,NA,0.8662,wound:thicket effect on Color (Siebeck D) (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — LRT: adding genet x treatment x wound x day [LRT (null vs genet x trt), LRT chi-sq]",Physiology,Color (Siebeck D),LRT (null vs genet x trt),LRT: adding genet x treatment x wound x day,LRT chi-sq,149.7628,14,NA,288,-121.7628,delta AIC,NA,NA,NA,0,Adding genet x trt improves fit by dAIC=-121.8 (sig),code/13_genet_interaction.R,output/tables/13_genet_anova.csv
"Physiology: Color (Siebeck D) — ordinal robustness — day:thicket [CLMM (cumulative-link mixed), LRT chi-sq]",Physiology,Color (Siebeck D) — ordinal robustness,CLMM (cumulative-link mixed),day:thicket,LRT chi-sq,0.8512,2,NA,NA,NA,NA,NA,NA,NA,0.6534,day:thicket (ordinal CLMM): n.s.,code/12_models.R,output/tables/12b_color_clmm.csv
"Physiology: Color (Siebeck D) — ordinal robustness — treatment:wound:day [CLMM (cumulative-link mixed), LRT chi-sq]",Physiology,Color (Siebeck D) — ordinal robustness,CLMM (cumulative-link mixed),treatment:wound:day,LRT chi-sq,-0.0147,1,NA,NA,NA,NA,NA,NA,NA,1,treatment:wound:day (ordinal CLMM): n.s.,code/12_models.R,output/tables/12b_color_clmm.csv
"Physiology: Color (Siebeck D) — ordinal robustness — treatment:wound:thicket [CLMM (cumulative-link mixed), LRT chi-sq]",Physiology,Color (Siebeck D) — ordinal robustness,CLMM (cumulative-link mixed),treatment:wound:thicket,LRT chi-sq,0.2198,2,NA,NA,NA,NA,NA,NA,NA,0.8959,treatment:wound:thicket (ordinal CLMM): n.s.,code/12_models.R,output/tables/12b_color_clmm.csv
"Physiology: Growth (% mass change) — thicket [LM, ANOVA F]",Physiology,Growth (% mass change),LM,thicket,ANOVA F,0.6985,2,30.02324,NA,NA,NA,NA,NA,NA,0.5052,thicket effect on Growth (% mass change) (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: Growth (% mass change) — treatment [LM, ANOVA F]",Physiology,Growth (% mass change),LM,treatment,ANOVA F,6.271,1,6.01657,NA,NA,NA,NA,NA,NA,0.0462,treatment effect on Growth (% mass change) (significant),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: Growth (% mass change) — treatment:thicket [LM, ANOVA F]",Physiology,Growth (% mass change),LM,treatment:thicket,ANOVA F,3.9651,2,30.02324,NA,NA,NA,NA,NA,NA,0.0296,treatment:thicket effect on Growth (% mass change) (significant),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: Growth (% mass change) — treatment:wound [LM, ANOVA F]",Physiology,Growth (% mass change),LM,treatment:wound,ANOVA F,0.0135,1,30.12076,NA,NA,NA,NA,NA,NA,0.9083,treatment:wound effect on Growth (% mass change) (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: Growth (% mass change) — treatment:wound:thicket [LM, ANOVA F]",Physiology,Growth (% mass change),LM,treatment:wound:thicket,ANOVA F,1.3843,2,30.11845,NA,NA,NA,NA,NA,NA,0.266,treatment:wound:thicket effect on Growth (% mass change) (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: Growth (% mass change) — wound [LM, ANOVA F]",Physiology,Growth (% mass change),LM,wound,ANOVA F,0.8974,1,30.12076,NA,NA,NA,NA,NA,NA,0.351,wound effect on Growth (% mass change) (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: Growth (% mass change) — wound:thicket [LM, ANOVA F]",Physiology,Growth (% mass change),LM,wound:thicket,ANOVA F,0.253,2,30.11845,NA,NA,NA,NA,NA,NA,0.7781,wound:thicket effect on Growth (% mass change) (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: Growth (% mass change) — fixed: thicket1 [LM (coral-level descriptive), t]",Physiology,Growth (% mass change),LM (coral-level descriptive),fixed: thicket1,t,0.8607,NA,NA,NA,0.2618,% over 15 d,NA,-0.352,0.8756,0.3943,fixed: thicket1: est=0.26% (n.s.),code/05_buoyant_weight.R,output/tables/05_buoyant_weight_lm.csv
"Physiology: Growth (% mass change) — fixed: thicket2 [LM (coral-level descriptive), t]",Physiology,Growth (% mass change),LM (coral-level descriptive),fixed: thicket2,t,-0.5993,NA,NA,NA,-0.1828,% over 15 d,NA,-0.7982,0.4326,0.5522,fixed: thicket2: est=-0.18% (n.s.),code/05_buoyant_weight.R,output/tables/05_buoyant_weight_lm.csv
"Physiology: Growth (% mass change) — fixed: treatment1 [LM (coral-level descriptive), t]",Physiology,Growth (% mass change),LM (coral-level descriptive),fixed: treatment1,t,4.8475,NA,NA,NA,1.0434,% over 15 d,NA,0.609,1.4778,0,fixed: treatment1: est=1.04% (sig),code/05_buoyant_weight.R,output/tables/05_buoyant_weight_lm.csv
"Physiology: Growth (% mass change) — fixed: treatment1:wound1 [LM (coral-level descriptive), t]",Physiology,Growth (% mass change),LM (coral-level descriptive),fixed: treatment1:wound1,t,-0.1532,NA,NA,NA,-0.033,% over 15 d,NA,-0.4682,0.4021,0.8789,fixed: treatment1:wound1: est=-0.03% (n.s.),code/05_buoyant_weight.R,output/tables/05_buoyant_weight_lm.csv
"Physiology: Growth (% mass change) — fixed: wound1 [LM (coral-level descriptive), t]",Physiology,Growth (% mass change),LM (coral-level descriptive),fixed: wound1,t,0.7378,NA,NA,NA,0.1591,% over 15 d,NA,-0.2761,0.5942,0.4648,fixed: wound1: est=0.16% (n.s.),code/05_buoyant_weight.R,output/tables/05_buoyant_weight_lm.csv
"Physiology: Growth (% mass change) — R2_conditional [LMM, R-squared]",Physiology,Growth (% mass change),LMM,R2_conditional,R-squared,0.705,NA,NA,NA,0.705,proportion,NA,NA,NA,NA,R2_conditional = 0.705,code/12_models.R,output/tables/12_r2_summary.csv
"Physiology: Growth (% mass change) — R2_marginal [LMM, R-squared]",Physiology,Growth (% mass change),LMM,R2_marginal,R-squared,0.385,NA,NA,NA,0.385,proportion,NA,NA,NA,NA,R2_marginal = 0.385,code/12_models.R,output/tables/12_r2_summary.csv
"Physiology: Growth (% mass change) — contrast: 28C - 31C | genet=a | wound=no [LMM, Satterthwaite t]",Physiology,Growth (% mass change),LMM,contrast: 28C - 31C | genet=a | wound=no,Satterthwaite t,2.0849,15.24621,NA,NA,2.2128,,-2.2128,0.1326,4.293,0.0543,"Genet a, unwounded: no change under 31C (-2.2%)",code/12_models.R,output/tables/12_genet_treatment_effects.csv
"Physiology: Growth (% mass change) — contrast: 28C - 31C | genet=a | wound=yes [LMM, Satterthwaite t]",Physiology,Growth (% mass change),LMM,contrast: 28C - 31C | genet=a | wound=yes,Satterthwaite t,2.8066,15.24621,NA,NA,2.9787,,-2.9787,0.8985,5.059,0.0131,"Genet a, wounded: lower under 31C (-3.0%)",code/12_models.R,output/tables/12_genet_treatment_effects.csv
"Physiology: Growth (% mass change) — contrast: 28C - 31C | genet=c | wound=no [LMM, Satterthwaite t]",Physiology,Growth (% mass change),LMM,contrast: 28C - 31C | genet=c | wound=no,Satterthwaite t,1.4843,14.1564,NA,NA,1.5411,,-1.5411,-0.494,3.5762,0.1597,"Genet c, unwounded: no change under 31C (-1.5%)",code/12_models.R,output/tables/12_genet_treatment_effects.csv
"Physiology: Growth (% mass change) — contrast: 28C - 31C | genet=c | wound=yes [LMM, Satterthwaite t]",Physiology,Growth (% mass change),LMM,contrast: 28C - 31C | genet=c | wound=yes,Satterthwaite t,0.1525,17.37294,NA,NA,0.1693,,-0.1693,-2.0063,2.3448,0.8805,"Genet c, wounded: no change under 31C (-0.2%)",code/12_models.R,output/tables/12_genet_treatment_effects.csv
"Physiology: Growth (% mass change) — contrast: 28C - 31C | genet=d | wound=no [LMM, Satterthwaite t]",Physiology,Growth (% mass change),LMM,contrast: 28C - 31C | genet=d | wound=no,Satterthwaite t,2.1899,15.24621,NA,NA,2.3242,,-2.3242,0.244,4.4045,0.0445,"Genet d, unwounded: lower under 31C (-2.3%)",code/12_models.R,output/tables/12_genet_treatment_effects.csv
"Physiology: Growth (% mass change) — contrast: 28C - 31C | genet=d | wound=yes [LMM, Satterthwaite t]",Physiology,Growth (% mass change),LMM,contrast: 28C - 31C | genet=d | wound=yes,Satterthwaite t,2.9599,15.24621,NA,NA,3.1414,,-3.1414,1.0612,5.2217,0.0096,"Genet d, wounded: lower under 31C (-3.1%)",code/12_models.R,output/tables/12_genet_treatment_effects.csv
"Physiology: Growth (% mass change) — LRT: adding genet x treatment x wound x day [LRT (null vs genet x trt), LRT chi-sq]",Physiology,Growth (% mass change),LRT (null vs genet x trt),LRT: adding genet x treatment x wound x day,LRT chi-sq,12.2876,6,NA,48,-0.2876,delta AIC,NA,NA,NA,0.0559,Adding genet x trt improves fit by dAIC=-0.3 (n.s.),code/13_genet_interaction.R,output/tables/13_genet_anova.csv
"Physiology: Growth (% mass change) — treatment: 28C - 31C [tank-level randomization, tank-level exact permutation]",Physiology,Growth (% mass change),tank-level randomization,treatment: 28C - 31C,tank-level exact permutation,2.071,NA,NA,8,2.071,% over 15 d,NA,NA,NA,0.0571,Tank-level heat effect 2.07 pct-points over 15 d (p=0.0571),code/05_buoyant_weight.R,output/tables/05_buoyant_weight_tank_test.csv
"Physiology: PAM Fv/Fm — R2_conditional [LMM, R-squared]",Physiology,PAM Fv/Fm,LMM,R2_conditional,R-squared,0.757,NA,NA,NA,0.757,proportion,NA,NA,NA,NA,R2_conditional = 0.757,code/12_models.R,output/tables/12_r2_summary.csv
"Physiology: PAM Fv/Fm — R2_marginal [LMM, R-squared]",Physiology,PAM Fv/Fm,LMM,R2_marginal,R-squared,0.646,NA,NA,NA,0.646,proportion,NA,NA,NA,NA,R2_marginal = 0.646,code/12_models.R,output/tables/12_r2_summary.csv
"Physiology: PAM Fv/Fm — contrast: 28C - 31C | genet=a | wound=no [LMM, Satterthwaite t]",Physiology,PAM Fv/Fm,LMM,contrast: 28C - 31C | genet=a | wound=no,Satterthwaite t,7.6064,29.20927,NA,NA,0.1306,,-19.5305,0.097,0.1643,0,"Genet a, unwounded: lower under 31C (-19.5%)",code/12_models.R,output/tables/12_genet_treatment_effects.csv
"Physiology: PAM Fv/Fm — contrast: 28C - 31C | genet=a | wound=yes [LMM, Satterthwaite t]",Physiology,PAM Fv/Fm,LMM,contrast: 28C - 31C | genet=a | wound=yes,Satterthwaite t,6.1503,29.20927,NA,NA,0.1056,,-16.1916,0.072,0.1393,0,"Genet a, wounded: lower under 31C (-16.2%)",code/12_models.R,output/tables/12_genet_treatment_effects.csv
"Physiology: PAM Fv/Fm — contrast: 28C - 31C | genet=c | wound=no [LMM, Satterthwaite t]",Physiology,PAM Fv/Fm,LMM,contrast: 28C - 31C | genet=c | wound=no,Satterthwaite t,3.0053,26.22168,NA,NA,0.0501,,-7.3405,0.0174,0.0828,0.0058,"Genet c, unwounded: lower under 31C (-7.3%)",code/12_models.R,output/tables/12_genet_treatment_effects.csv
"Physiology: PAM Fv/Fm — contrast: 28C - 31C | genet=c | wound=yes [LMM, Satterthwaite t]",Physiology,PAM Fv/Fm,LMM,contrast: 28C - 31C | genet=c | wound=yes,Satterthwaite t,0.7641,34.68605,NA,NA,0.0138,,-2.0324,-0.0216,0.0493,0.45,"Genet c, wounded: no change under 31C (-2.0%)",code/12_models.R,output/tables/12_genet_treatment_effects.csv
"Physiology: PAM Fv/Fm — contrast: 28C - 31C | genet=d | wound=no [LMM, Satterthwaite t]",Physiology,PAM Fv/Fm,LMM,contrast: 28C - 31C | genet=d | wound=no,Satterthwaite t,6.6814,29.20927,NA,NA,0.1147,,-17.1591,0.0811,0.1484,0,"Genet d, unwounded: lower under 31C (-17.2%)",code/12_models.R,output/tables/12_genet_treatment_effects.csv
"Physiology: PAM Fv/Fm — contrast: 28C - 31C | genet=d | wound=yes [LMM, Satterthwaite t]",Physiology,PAM Fv/Fm,LMM,contrast: 28C - 31C | genet=d | wound=yes,Satterthwaite t,6.404,29.20927,NA,NA,0.11,,-16.5151,0.0763,0.1436,0,"Genet d, wounded: lower under 31C (-16.5%)",code/12_models.R,output/tables/12_genet_treatment_effects.csv
"Physiology: PAM Fv/Fm — day [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,day,ANOVA F,157.0738,1,228.00007,NA,NA,NA,NA,NA,NA,0,day effect on PAM Fv/Fm (significant),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — day:thicket [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,day:thicket,ANOVA F,14.0247,2,228.00007,NA,NA,NA,NA,NA,NA,0,day:thicket effect on PAM Fv/Fm (significant),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — thicket [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,thicket,ANOVA F,2.4866,2,141.25943,NA,NA,NA,NA,NA,NA,0.0868,thicket effect on PAM Fv/Fm (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — treatment [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,treatment,ANOVA F,0.0477,1,7.99574,NA,NA,NA,NA,NA,NA,0.8326,treatment effect on PAM Fv/Fm (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — treatment:day [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,treatment:day,ANOVA F,111.6625,1,228.00007,NA,NA,NA,NA,NA,NA,0,treatment:day effect on PAM Fv/Fm (significant),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — treatment:day:thicket [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,treatment:day:thicket,ANOVA F,16.2738,2,228.00007,NA,NA,NA,NA,NA,NA,0,treatment:day:thicket effect on PAM Fv/Fm (significant),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — treatment:thicket [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,treatment:thicket,ANOVA F,1.3664,2,141.25943,NA,NA,NA,NA,NA,NA,0.2584,treatment:thicket effect on PAM Fv/Fm (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — treatment:wound [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,treatment:wound,ANOVA F,0.0217,1,140.44524,NA,NA,NA,NA,NA,NA,0.883,treatment:wound effect on PAM Fv/Fm (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — treatment:wound:day [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,treatment:wound:day,ANOVA F,1.4151,1,228.00007,NA,NA,NA,NA,NA,NA,0.2354,treatment:wound:day effect on PAM Fv/Fm (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — treatment:wound:day:thicket [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,treatment:wound:day:thicket,ANOVA F,2.3686,2,228.00007,NA,NA,NA,NA,NA,NA,0.0959,treatment:wound:day:thicket effect on PAM Fv/Fm (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — treatment:wound:thicket [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,treatment:wound:thicket,ANOVA F,2.2601,2,140.45742,NA,NA,NA,NA,NA,NA,0.1081,treatment:wound:thicket effect on PAM Fv/Fm (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — wound [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,wound,ANOVA F,0.7418,1,140.44524,NA,NA,NA,NA,NA,NA,0.3905,wound effect on PAM Fv/Fm (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — wound:day [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,wound:day,ANOVA F,2.4864,1,228.00007,NA,NA,NA,NA,NA,NA,0.1162,wound:day effect on PAM Fv/Fm (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — wound:day:thicket [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,wound:day:thicket,ANOVA F,0.6272,2,228.00007,NA,NA,NA,NA,NA,NA,0.535,wound:day:thicket effect on PAM Fv/Fm (n.s.),code/12_models.R,output/tables/12_anova_summary.csv
